video_file,video_id,session_id,status,review_status,source,question,option_A,option_B,option_C,option_D,answer
0013.mp4,vid_0013,5,ready,independent_model_review_passed,online_reviewed,视频主要展示的是什么？,健身教学视频,旅游攻略指南,装修计价相关内容,美食制作教程,C
0014.mp4,vid_0014,6,ready,independent_model_review_passed,online_reviewed,视频里的小宝宝主要在做什么？,坐着吃饭,躺着活动四肢,站着唱歌,走路奔跑,B
0015.mp4,vid_0015,7,ready,independent_model_review_passed,online_reviewed,视频画面上方持续出现的造像是？,老虎,熊猫,兔子,佛像,D
0016.mp4,vid_0016,9,ready,independent_model_review_passed,online_reviewed,视频主要展示的水果是什么？,樱桃,苹果,葡萄,榴莲,D
0017.mp4,vid_0017,1,ready,independent_model_review_passed,online_reviewed,视频主要展示的是什么场景？,茂密的山林,开挖的工地,繁华的商圈,海边的沙滩,B
0018.mp4,vid_0018,15,ready,independent_model_review_passed,online_reviewed,视频主要展示的物品是什么？,围棋,象棋,扑克牌,麻将牌,D
0019.mp4,vid_0019,4,ready,independent_model_review_passed,online_reviewed,视频中可以看到以下哪种活动？,农田插秧劳作,玩射击类电子游戏,现场跳芭蕾舞,医生做外科手术,B
0020.mp4,vid_0020,11,ready,independent_model_review_passed,online_reviewed,视频中的男子主要在做什么？,弹奏乐器,进行健身锻炼,看书学习,烹饪做饭,B
0021.mp4,vid_0021,2,ready,independent_model_review_passed,online_reviewed,画面中连着充电线在充电的物品是什么？,充电宝,手机,台灯,电动牙刷,B
0022.mp4,vid_0022,3,ready,independent_model_review_passed,online_reviewed,画面中横向移动的红色物体是什么？,轮船,小汽车,飞机,自行车,B
0023.mp4,vid_0023,8,ready,independent_model_review_passed,online_reviewed,视频里小女孩身后的卡通动物是？,猴子,熊猫,老虎,兔子,B
0024.mp4,vid_0024,14,ready,independent_model_review_passed,online_reviewed,视频里的女子主要身处什么场景？,厨房,雪地,沙漠,花海,D
0025.mp4,vid_0025,17,ready,independent_model_review_passed,online_reviewed,视频里的女性主要在做什么？,做饭炒菜,打羽毛球,转动身体,伏案写作,C
0026.mp4,vid_0026,5,ready,independent_model_review_passed,online_reviewed,视频主要展示的场景是什么？,海边沙滩,开满黄花的田间小路,室内办公场所,城市柏油马路,B
0027.mp4,vid_0027,12,ready,independent_model_review_passed,online_reviewed,视频中的动物主要在做什么？,睡觉,奔跑,吃东西,站立,B
0028.mp4,vid_0028,4,ready,independent_model_review_passed,online_reviewed,视频中的男子主要在做什么？,唱歌跳舞,进行喷洒作业,清扫地面,烹饪饭菜,B
0029.mp4,vid_0029,17,ready,independent_model_review_passed,online_reviewed,视频的背景主要是什么场景？,沙漠戈壁风光,临河自然风景,室内家居场景,城市商业街景,B
0030.mp4,vid_0030,14,ready,independent_model_review_passed,online_reviewed,视频中的前景女士主要在做什么？,弹奏乐器,打扫卫生,烹饪炒菜,对着镜头自拍,D
0031.mp4,vid_0031,11,ready,independent_model_review_passed,online_reviewed,视频主要展示的是什么？,山间独栋别墅,城市摩天大楼,草原成群牛羊,海面巨型轮船,A
0032.mp4,vid_0032,3,ready,independent_model_review_passed,online_reviewed,这段视频的拍摄视角位于什么交通工具内？,汽车,飞机,轮船,火车,A
0033.mp4,vid_0033,15,ready,independent_model_review_passed,online_reviewed,视频中出现的主要动物是什么？,狗,仓鼠,猫,兔子,A
0034.mp4,vid_0034,8,ready,independent_model_review_passed,online_reviewed,视频主要展示的是哪类内容？,图文内容,真人短视频,美食制作视频,卡通动画片,A
0035.mp4,vid_0035,1,ready,independent_model_review_passed,online_reviewed,视频中从植物上不断滴落的是什么？,花瓣,小石子,水滴,碎叶,C
0036.mp4,vid_0036,2,ready,independent_model_review_passed,online_reviewed,视频中的人物主要在做什么？,灌溉农田,采摘水果,收割水稻,种植大葱,D
0037.mp4,vid_0037,6,ready,independent_model_review_passed,online_reviewed,视频主要展示的场景是哪里？,海边沙滩,大型工厂,茂密森林,居民住宅区,D
0038.mp4,vid_0038,9,ready,independent_model_review_passed,online_reviewed,视频中的人物主要在做什么？,画画,读书,做饭,跳舞,D
0039.mp4,vid_0039,7,ready,independent_model_review_passed,online_reviewed,视频里的人物主要在做什么？,向前行走,跳舞表演,坐着办公,集体就餐,A
0040.mp4,vid_0040,10,ready,independent_model_review_passed,online_reviewed,视频中的动物主要在什么地方活动？,岩石上,树上,水中,草地,C
0041.mp4,vid_0041,16,ready,independent_model_review_passed,online_reviewed,视频的主要拍摄场景是哪里？,商场入口,公园大门,菜市场内部,学校门口,D
0042.mp4,vid_0042,13,ready,independent_model_review_passed,online_reviewed,视频主要展示什么内容？,美食制作过程,机械组装过程,野生动物活动,卡通人物互动,D
0043.mp4,vid_0043,9,ready,independent_model_review_passed,online_reviewed,视频画面中主要的花卉是？,玫瑰花,向日葵,荷花,菊花,B
0044.mp4,vid_0044,7,ready,independent_model_review_passed,online_reviewed,视频中主要展示的动物是什么？,鸡,羊,猪,牛,C
0045.mp4,vid_0045,6,ready,independent_model_review_passed,online_reviewed,视频里游玩区域大面积铺满的是什么？,水,沙子,积木,海洋球,D
0046.mp4,vid_0046,2,ready,independent_model_review_passed,online_reviewed,视频中可见的棋牌类物品是？,围棋,麻将,扑克牌,象棋,B
0047.mp4,vid_0047,13,ready,independent_model_review_passed,online_reviewed,视频里的女性主要在做什么？,打球,跳舞,做饭,走路,D
0048.mp4,vid_0048,10,ready,independent_model_review_passed,online_reviewed,视频中的女性主要在做什么？,跳舞,画画,做饭,打球,A
0049.mp4,vid_0049,16,ready,independent_model_review_passed,online_reviewed,视频中的女性主要在做什么？,关闭飞机舱门,播报广播通知,打扫客舱卫生,为乘客倒饮料,A
0050.mp4,vid_0050,1,ready,independent_model_review_passed,online_reviewed,画面中央主要展示的是什么？,自然森林风景,真实宠物小狗,可爱卡通形象,城市高楼建筑,C
0051.mp4,vid_0051,8,ready,independent_model_review_passed,online_reviewed,视频主要展示什么？,成年男子,宠物狗,宠物猫,小女孩,D
0052.mp4,vid_0052,3,ready,independent_model_review_passed,online_reviewed,视频主要展示的物体是什么？,汽车,飞机,自行车,轮船,A
0053.mp4,vid_0053,15,ready,independent_model_review_passed,online_reviewed,视频主要演示什么操作？,编辑短视频,拍摄风景照片,播放音乐,设置社交账号昵称,D
0054.mp4,vid_0054,17,ready,independent_model_review_passed,online_reviewed,视频里的人物主要在做什么？,唱歌跳舞,打理头发,看书学习,炒菜做饭,B
0055.mp4,vid_0055,14,ready,independent_model_review_passed,online_reviewed,视频里的人物主要在做什么？,做饭,跑步,唱歌,睡觉,D
0056.mp4,vid_0056,11,ready,independent_model_review_passed,online_reviewed,视频主要展示哪方面的内容？,旅游景点介绍,美食制作方法,服装穿搭教程,买车相关花费,D
0057.mp4,vid_0057,4,ready,independent_model_review_passed,online_reviewed,视频里的老奶奶们主要在做什么？,沿道路行走,下地干农活,在厨房做饭,跳广场舞,A
0058.mp4,vid_0058,12,ready,independent_model_review_passed,online_reviewed,视频中的人物主要在做什么？,烹饪做饭,唱歌跳舞,伏案答题,走路行进,D
0059.mp4,vid_0059,5,ready,independent_model_review_passed,online_reviewed,视频中的人物主要在做什么？,步行散步,骑自行车,滑滑板,跑步锻炼,B
0060.mp4,vid_0060,5,ready,independent_model_review_passed,online_reviewed,视频里的人物主要待在什么位置？,椅子上,双层床上铺,沙发上,地面上,B
0061.mp4,vid_0061,4,ready,independent_model_review_passed,online_reviewed,视频中的人物主要在做什么？,弹琴演奏,坐着面向镜头,跑步锻炼,生火做饭,B
0062.mp4,vid_0062,11,ready,independent_model_review_passed,online_reviewed,视频主要展示的是什么内容？,家常菜谱教学内容,旅游路线推荐内容,动漫剧情介绍内容,各省清华学生人数统计,D
0063.mp4,vid_0063,12,ready,independent_model_review_passed,online_reviewed,视频主要展示什么内容？,一家三口的合影,单人证件照片,美食特写画面,山水风景画面,A
0064.mp4,vid_0064,14,ready,independent_model_review_passed,online_reviewed,视频中多处出现的交通工具是？,汽车,轮船,自行车,飞机,A
0065.mp4,vid_0065,15,ready,independent_model_review_passed,online_reviewed,视频主要展示的是什么物品？,游戏装备,纸质图书,真实酒杯,烹饪食材,A
0066.mp4,vid_0066,17,ready,independent_model_review_passed,online_reviewed,视频的主要场景位于哪里？,菜市场门口,小区单元门口,学校门口,商场门口,C
0067.mp4,vid_0067,8,ready,independent_model_review_passed,online_reviewed,画面中的卡通动物主要在做什么？,蹦跳舞动,趴着睡觉,站着不动,吃东西,A
0068.mp4,vid_0068,3,ready,independent_model_review_passed,online_reviewed,画面下方的卡通熊主要在做什么？,蹦跳舞动,平躺睡觉,低头吃饭,安静站立,A
0069.mp4,vid_0069,1,ready,independent_model_review_passed,online_reviewed,画面下方的卡通角色主要在做什么？,做饭炒菜,骑车赶路,蹦跳舞动,静坐看书,C
0070.mp4,vid_0070,16,ready,independent_model_review_passed,online_reviewed,视频主要展示的动物是什么？,猪,猫,鸡,鼠,A
0071.mp4,vid_0071,13,ready,independent_model_review_passed,online_reviewed,画面下方出现的人物形象是？,老年男性,年轻女性,青年女性,少年儿童,A
0072.mp4,vid_0072,10,ready,independent_model_review_passed,online_reviewed,视频主要展示的动物是什么？,兔子,猫,狗,仓鼠,B
0073.mp4,vid_0073,2,ready,independent_model_review_passed,online_reviewed,视频中的女性主要在做什么？,做健身运动,打扫卫生,烹饪食物,跳民族舞蹈,A
0074.mp4,vid_0074,9,ready,independent_model_review_passed,online_reviewed,视频的背景主要是什么场景？,沙漠,森林,雪地,海边,D
0075.mp4,vid_0075,6,ready,independent_model_review_passed,online_reviewed,视频中的工人主要在做什么？,跳舞表演,上课教学,装填封装包装袋,做饭炒菜,C
0076.mp4,vid_0076,7,ready,independent_model_review_passed,online_reviewed,视频里的人们主要在做什么？,躺在床上,跑步锻炼,唱歌跳舞,烧菜做饭,A
0077.mp4,vid_0077,7,ready,independent_model_review_passed,online_reviewed,视频中的人物主要在做什么？,看书,打球,跳舞,吃饭,D
0078.mp4,vid_0078,6,ready,independent_model_review_passed,online_reviewed,视频中的人物主要在做什么？,跳舞表演,走路散步,画画写字,做饭炒菜,B
0079.mp4,vid_0079,9,ready,independent_model_review_passed,online_reviewed,视频中的女性主要在做什么？,跳绳运动,生火做饭,伏案写字,持扇走步展示,D
0080.mp4,vid_0080,2,ready,independent_model_review_passed,online_reviewed,穿运动服的男生主要在做什么？,吃饭,跑步,打球,跳舞,B
0081.mp4,vid_0081,3,ready,independent_model_review_passed,online_reviewed,视频中的手主要在做什么？,轻捏婴儿脸颊,执笔写字,打扫房间卫生,烹饪炒菜,A
0082.mp4,vid_0082,16,ready,independent_model_review_passed,online_reviewed,视频中天空里持续出现的圆形亮体是什么？,太阳,气球,风筝,月亮,A
0083.mp4,vid_0083,13,ready,independent_model_review_passed,online_reviewed,视频里的大人主要在做什么？,清洗蔬菜,弹奏钢琴,跑步锻炼,逗弄小宝宝,D
0084.mp4,vid_0084,10,ready,independent_model_review_passed,online_reviewed,视频中的人物主要在做什么？,打扫房间,烹饪食物,演奏乐器,写毛笔字,D
0085.mp4,vid_0085,8,ready,independent_model_review_passed,online_reviewed,视频主要展示什么？,汉堡炸鸡等快餐,数码产品,新鲜水果,服装鞋帽,A
0086.mp4,vid_0086,15,ready,independent_model_review_passed,online_reviewed,这段视频主要展示的是什么内容？,真人体育赛事,美食制作视频,手机游戏对局,课堂教学录像,C
0087.mp4,vid_0087,1,ready,independent_model_review_passed,online_reviewed,视频中成年人主要在对小宝宝做什么？,给宝宝穿衣服,哄宝宝睡觉,给宝宝洗脸,喂宝宝吃饭,D
0088.mp4,vid_0088,12,ready,independent_model_review_passed,online_reviewed,视频的主要场景是哪里？,海边,草原,森林,沙漠,A
0089.mp4,vid_0089,17,ready,independent_model_review_passed,online_reviewed,视频里的小宝宝主要在做什么？,玩玩具,翻身,画画,吃东西,B
0090.mp4,vid_0090,14,ready,independent_model_review_passed,online_reviewed,视频中的年轻女子主要在做什么？,跳舞,走路,做饭,画画,B
0091.mp4,vid_0091,11,ready,independent_model_review_passed,online_reviewed,视频主要展示的场景是？,茂密热带雨林,盛夏海边沙滩,繁华都市街区,积雪冬日乡村,D
0092.mp4,vid_0092,5,ready,independent_model_review_passed,online_reviewed,视频中的人物主要在做什么？,对着镜头做各种表情,在厨房炒菜做饭,坐着阅读书本,在户外跑步运动,A
0093.mp4,vid_0093,4,ready,independent_model_review_passed,online_reviewed,视频中的人物主要在做什么？,操场打球,厨房做饭,站立面向镜头,泳池游泳,C
0094.mp4,vid_0094,16,ready,independent_model_review_passed,online_reviewed,视频中的人物主要在做什么？,观看电视,亲吻电视,擦拭电视,拆卸电视,B
0095.mp4,vid_0095,8,ready,independent_model_review_passed,online_reviewed,视频主要展示什么内容？,高考一分一段表,列车时刻表,电影排片表,商品价格表,A
0096.mp4,vid_0096,5,ready,independent_model_review_passed,online_reviewed,视频主要展示的是什么？,家用电器,文具书本,盆栽花卉,毛绒玩具,C
0097.mp4,vid_0097,10,ready,independent_model_review_passed,online_reviewed,视频主要展示什么比赛的相关内容？,游泳比赛,跑步比赛,体操比赛,足球比赛,B
0098.mp4,vid_0098,11,ready,independent_model_review_passed,online_reviewed,视频主要展示的是什么？,轮船,汽车,飞机,自行车,B
0099.mp4,vid_0099,1,ready,independent_model_review_passed,online_reviewed,画面中正在飞行的鸟类是？,老鹰,仙鹤,燕子,麻雀,B
0100.mp4,vid_0100,4,ready,independent_model_review_passed,online_reviewed,视频里小男孩主要在做什么？,在泳池游泳,在教室上课,和小鸭子玩耍,在厨房做饭,C
0101.mp4,vid_0101,6,ready,independent_model_review_passed,online_reviewed,视频里的两位老人主要在做什么？,坐着,打球,跳舞,炒菜,A
0102.mp4,vid_0102,9,ready,independent_model_review_passed,online_reviewed,视频里的两个孩子主要在做什么？,踢毽子,拍皮球,跳绳,打羽毛球,C
0103.mp4,vid_0103,14,ready,independent_model_review_passed,online_reviewed,视频的背景场景是哪里？,海边,雪山,森林,沙漠,A
0104.mp4,vid_0104,17,ready,independent_model_review_passed,online_reviewed,视频里出现的女性主要在做什么？,跳舞,扫地,看书,做饭,A
0105.mp4,vid_0105,2,ready,independent_model_review_passed,online_reviewed,视频主要展示的是天空中的什么？,烟花表演,民航客机,太阳月亮,大群飞鸟,C
0106.mp4,vid_0106,7,ready,independent_model_review_passed,online_reviewed,视频画面大面积展示的花是什么？,向日葵,百合花,新鲜荷花,干枯玫瑰,D
0107.mp4,vid_0107,15,ready,independent_model_review_passed,online_reviewed,视频里的年轻男女主要在做什么？,跑步锻炼,争吵打闹,互相拥抱,做饭炒菜,C
0108.mp4,vid_0108,13,ready,independent_model_review_passed,online_reviewed,视频中的主要场景是哪里？,乡村民居间的道路,专业篮球场馆,大型商场内部,地铁车厢内部,A
0109.mp4,vid_0109,3,ready,independent_model_review_passed,online_reviewed,视频的主要发生场景在哪里？,公路上,卧室内,海边,商场里,A
0110.mp4,vid_0110,12,ready,independent_model_review_passed,online_reviewed,视频中的主要场景是哪里？,卧室,超市,厨房,教室,D
0111.mp4,vid_0111,9,ready,independent_model_review_passed,online_reviewed,视频中的女性主要在做什么？,举重运动,原地转体运动,跳绳运动,原地跑步,B
0112.mp4,vid_0112,7,ready,independent_model_review_passed,online_reviewed,视频下方持续展示的是什么场景？,空旷沙漠地貌,自然山水风景,繁华城市街景,拥挤室内场馆,B
0113.mp4,vid_0113,4,ready,independent_model_review_passed,online_reviewed,小朋友脚边放着的球是什么？,乒乓球,足球,排球,篮球,B
0114.mp4,vid_0114,3,ready,independent_model_review_passed,online_reviewed,视频主要展现的户外场景是哪里？,草原,海边,高山,沙漠,B
0115.mp4,vid_0115,10,ready,independent_model_review_passed,online_reviewed,视频中人物主要在做什么？,处理各类水果,修理电器,弹奏乐器,打扫卫生,A
0116.mp4,vid_0116,8,ready,independent_model_review_passed,online_reviewed,视频前景桌面上主要摆放的是什么？,化妆刷具,习题试卷,厨房碗盘,儿童积木,B
0117.mp4,vid_0117,1,ready,independent_model_review_passed,online_reviewed,视频中的男子主要在做什么？,炒菜,扫地,唱歌,写字,A
0118.mp4,vid_0118,16,ready,independent_model_review_passed,online_reviewed,视频主要展示什么内容？,山水风景摄影,宠物互动日常,人物样貌胖瘦对比,美食制作过程,C
0119.mp4,vid_0119,14,ready,independent_model_review_passed,online_reviewed,视频中的人物主要在做什么？,跑步锻炼,炒菜做饭,唱歌跳舞,托腮面向镜头,D
0120.mp4,vid_0120,6,ready,independent_model_review_passed,online_reviewed,视频画面主要呈现的场景是？,居民家中,热闹集市,飞机高空窗外,海底世界,C
0121.mp4,vid_0121,15,ready,independent_model_review_passed,online_reviewed,视频的背景主要是哪类场景？,城市街道,山地森林,水面海景,住宅室内,C
0122.mp4,vid_0122,12,ready,independent_model_review_passed,online_reviewed,视频展示的主要背景场景是？,水边,沙漠,草原,森林,A
0123.mp4,vid_0123,17,ready,independent_model_review_passed,online_reviewed,视频画面中主要展示的花卉是？,牡丹,梅花,荷花,菊花,C
0124.mp4,vid_0124,13,ready,independent_model_review_passed,online_reviewed,视频中的人物主要在做什么？,走路,跳舞,做饭,打球,A
0125.mp4,vid_0125,2,ready,independent_model_review_passed,online_reviewed,视频里沿路飞舞的小动物形象是？,麻雀,蜻蜓,蝴蝶,蜜蜂,C
0126.mp4,vid_0126,1,ready,independent_model_review_passed,online_reviewed,视频中的男子主要在做什么？,在教室上课,在球场打球,沿观景步道行走,在厨房做饭,C
0127.mp4,vid_0127,11,ready,independent_model_review_passed,online_reviewed,视频主要展示的食物是什么？,土豆,香蕉,玉米,番茄,C
0128.mp4,vid_0128,4,ready,independent_model_review_passed,online_reviewed,视频中的人们主要在进行什么活动？,游泳比赛活动,烹饪聚餐活动,合唱表演活动,投掷类训练活动,D
0129.mp4,vid_0129,5,ready,independent_model_review_passed,online_reviewed,视频中的人群主要在做什么？,过马路,登台表演,排队购物,跳广场舞,A
0130.mp4,vid_0130,7,ready,independent_model_review_passed,online_reviewed,视频中人物主要在做什么？,写字上课,做饭炒菜,跑步锻炼,抬起腿拉扯裤脚,D
0131.mp4,vid_0131,9,ready,independent_model_review_passed,online_reviewed,视频主要展示的内容是什么？,动物科普内容,美食制作教程,旅游风景照片,游戏武器装备,D
0132.mp4,vid_0132,3,ready,independent_model_review_passed,online_reviewed,视频下方插画里的男女是什么状态？,互相追逐,激烈打斗,各自走远,相互依偎,D
0133.mp4,vid_0133,8,ready,independent_model_review_passed,online_reviewed,视频里醒目的大标题背景是什么颜色？,红色,紫色,蓝色,黄色,D
0134.mp4,vid_0134,10,ready,independent_model_review_passed,online_reviewed,视频中多数人物的上衣主色调是？,白色,蓝色,黑色,红色,B
0135.mp4,vid_0135,6,ready,independent_model_review_passed,online_reviewed,视频主要展现的是哪类场景？,体育比赛赛场,幼儿园课堂,司法办案场景,商场购物区域,C
0136.mp4,vid_0136,5,ready,independent_model_review_passed,online_reviewed,视频中人物所处的主要场景是？,开满花的草地,沙漠戈壁,海边沙滩,室内教室,A
0137.mp4,vid_0137,11,ready,independent_model_review_passed,online_reviewed,视频主要展示的特殊天气现象是什么？,下雪,日出,龙卷风,彩虹,C
0138.mp4,vid_0138,17,ready,independent_model_review_passed,online_reviewed,画面中门口的雕塑是什么造型？,蹲坐石狮造型,人物骑马造型,方鼎造型,假山造型,B
0139.mp4,vid_0139,16,ready,independent_model_review_passed,online_reviewed,视频中的人物主要在做什么？,跳舞,打篮球,做饭,田间锄地干农活,D
0140.mp4,vid_0140,2,ready,independent_model_review_passed,online_reviewed,视频中的人物主要在做什么？,写字画画,唱歌跳舞,炒菜做饭,用绳子给竹竿打结,D
0141.mp4,vid_0141,13,ready,independent_model_review_passed,online_reviewed,视频中的小男孩主要在做什么？,画画,唱歌,看书,吃虾,D
0142.mp4,vid_0142,15,ready,independent_model_review_passed,online_reviewed,画面中间的黑衣男子主要在做什么？,扫地,练习肢体动作,开车,吃饭,B
0143.mp4,vid_0143,14,ready,independent_model_review_passed,online_reviewed,视频中的人物主要在做什么？,打扫卫生,举哑铃锻炼,唱歌跳舞,做饭炒菜,B
0144.mp4,vid_0144,12,ready,independent_model_review_passed,online_reviewed,视频下方画面主要展示什么场景？,商场,雪地,沙漠,菜田,D
0145.mp4,vid_0145,14,ready,independent_model_review_passed,online_reviewed,视频主要展示的是什么？,做好的炒菜,生肉食材,包装零食,新鲜水果,A
0146.mp4,vid_0146,5,ready,independent_model_review_passed,online_reviewed,画面下方的人物主要拿着什么物品？,鲜花,水杯,菜刀,弓箭,D
0147.mp4,vid_0147,13,ready,independent_model_review_passed,online_reviewed,视频主要展示的是什么？,家庭饲养宠物,民用居民住宅,农田蔬菜大棚,工业生产流水线,D
0148.mp4,vid_0148,2,ready,independent_model_review_passed,online_reviewed,视频中最主要的展示对象是？,新鲜水果,宠物猫咪,老式自行车,职场着装男子,D
0149.mp4,vid_0149,15,ready,independent_model_review_passed,online_reviewed,视频主要展示的是什么？,宠物猫,婴儿,老年人,成年女性,B
0150.mp4,vid_0150,12,ready,independent_model_review_passed,online_reviewed,视频拍摄的主要场景是哪里？,海边沙滩,居民家中,户外树林,学校教室,C
0151.mp4,vid_0151,11,ready,independent_model_review_passed,online_reviewed,视频中人物主要在做什么？,集体跳舞,迎接并抱起小孩,打羽毛球,生火做饭,B
0152.mp4,vid_0152,17,ready,independent_model_review_passed,online_reviewed,视频中的男子主要在做什么？,踢足球,画画写字,做饭炒菜,抱起女生,D
0153.mp4,vid_0153,6,ready,independent_model_review_passed,online_reviewed,视频中人物主要在做什么？,做饭,唱歌,写字,跑步,C
0154.mp4,vid_0154,16,ready,independent_model_review_passed,online_reviewed,视频的背景画面主要是什么场景？,城市夜景,草原牧场,山林雪景,海边沙滩,C
0155.mp4,vid_0155,8,ready,independent_model_review_passed,online_reviewed,视频中的人物主要在做什么？,跑步锻炼,跳舞表演,烹饪做饭,对着镜头自拍展示,D
0156.mp4,vid_0156,10,ready,independent_model_review_passed,online_reviewed,视频主要呈现的活动是什么？,猜谜语,画画,做饭,打球,A
0157.mp4,vid_0157,3,ready,independent_model_review_passed,online_reviewed,视频的拍摄位置主要在哪里？,果园里,居民家里,行驶的汽车里,游泳馆里,C
0158.mp4,vid_0158,1,ready,independent_model_review_passed,online_reviewed,视频中可见以下哪种场景？,森林深处,地下溶洞,雪山山顶,海边沙滩,D
0159.mp4,vid_0159,9,ready,independent_model_review_passed,online_reviewed,视频主要展示什么物品？,胸贴,袜子,围巾,帽子,A
0160.mp4,vid_0160,7,ready,independent_model_review_passed,online_reviewed,视频里的男子主要在做什么？,生火做饭,开车赶路,唱歌跳舞,赶牛犁地,D
0161.mp4,vid_0161,4,ready,independent_model_review_passed,online_reviewed,视频中女士对面的动物是什么？,狗,猫,兔子,鹅,D
0162.mp4,vid_0162,4,ready,independent_model_review_passed,online_reviewed,视频中的小孩主要在做什么？,搭积木玩玩具,两名婴儿亲昵互动,跑跳追逐打闹,静坐阅读书本,B
0163.mp4,vid_0163,7,ready,independent_model_review_passed,online_reviewed,视频的主要背景场景是哪里？,海边,教室,厨房,果园,A
0164.mp4,vid_0164,3,ready,independent_model_review_passed,online_reviewed,视频里的人物主要在做什么？,跳舞,打球,看书,做饭,A
0165.mp4,vid_0165,6,ready,independent_model_review_passed,online_reviewed,视频里人物穿的主要是哪种服饰？,厨师工作服,西式西装,古代中式服装,现代运动服,C
0166.mp4,vid_0166,9,ready,independent_model_review_passed,online_reviewed,视频中的男子主要处于什么状态？,站立,奔跑,坐着,平躺,C
0167.mp4,vid_0167,8,ready,independent_model_review_passed,online_reviewed,视频里的人物主要在做什么？,生火做饭,近距离互动,弹奏乐器,跑步比赛,B
0168.mp4,vid_0168,16,ready,independent_model_review_passed,online_reviewed,视频展现的主要场景是？,晴天白日沙滩,明亮教室课堂,雨夜林间夜空,拥挤地铁车厢,C
0169.mp4,vid_0169,13,ready,independent_model_review_passed,online_reviewed,视频主要展示的食物是什么？,奶油蛋糕,白面馒头,玉米面饼子,油炸麻花,C
0170.mp4,vid_0170,5,ready,independent_model_review_passed,online_reviewed,画面中的灰衣人主要在做什么？,打球,做饭,跳舞,鞠躬,D
0171.mp4,vid_0171,14,ready,independent_model_review_passed,online_reviewed,视频中的人们主要在进行什么活动？,编织竹筐,打磨石器,喂养家禽,制作糍粑,D
0172.mp4,vid_0172,2,ready,independent_model_review_passed,online_reviewed,视频画面的主要背景颜色是？,纯黑色,浅黄色,深蓝色,大红色,B
0173.mp4,vid_0173,15,ready,independent_model_review_passed,online_reviewed,视频中的女子主要保持什么姿势？,站立,端坐,躺卧,行走,C
0174.mp4,vid_0174,12,ready,independent_model_review_passed,online_reviewed,视频的主要背景场景是？,学校操场,城市商业街区,室内家居环境,山水自然风景,D
0175.mp4,vid_0175,11,ready,independent_model_review_passed,online_reviewed,视频里的小孩主要在做什么？,玩耍,睡觉,看书,做饭,A
0176.mp4,vid_0176,1,ready,independent_model_review_passed,online_reviewed,视频中的人物主要在做什么？,唱歌,打球,写字,吃东西,D
0177.mp4,vid_0177,17,ready,independent_model_review_passed,online_reviewed,视频中主要出现的动物形象是？,老虎,熊猫,猴子,兔子,B
0178.mp4,vid_0178,10,ready,independent_model_review_passed,online_reviewed,视频主要展示的动物是什么？,兔子,仓鼠,小狗,小猫,D
0179.mp4,vid_0179,10,ready,independent_model_review_passed,online_reviewed,视频中的人物主要在做什么？,站着表演节目,躺着休息睡觉,忙着打扫卫生,并排坐面向镜头,D
0180.mp4,vid_0180,1,ready,independent_model_review_passed,online_reviewed,视频主要展示了什么内容？,厨师,汽车,佛像,大熊猫,C
0181.mp4,vid_0181,12,ready,independent_model_review_passed,online_reviewed,视频主要展示的自然场景是？,云雾山林,冰封雪原,金色沙滩,沙漠戈壁,A
0182.mp4,vid_0182,17,ready,independent_model_review_passed,online_reviewed,视频里年龄较小的幼儿借助什么物品移动？,儿童自行车,滑板车,学步车,婴儿推车,C
