video_file,video_sha256,video_bytes,formal_eligible,v1_session,v2_session,duration_sec,duration_bucket,has_question,question_status,review_status,source,question,option_A,option_B,option_C,option_D,answer
0012.mp4,be613ca45ca53057989505629e6dbdb59fb42d96e6c63f81b4f7036fae286c99,1135844,True,12,29,5.572,very_short,True,ready,independent_model_review_passed,online_reviewed,视频主要展示的是什么内容？,户外风景,歌舞演出,游戏界面,美食制作,C
0013.mp4,bea5fa51e5e138e11cc967ce409f8c3536d4f470d6084781971adff2fe784c9b,624777,True,5,15,5.618,very_short,True,ready,independent_model_review_passed,online_reviewed,视频主要展示的是什么？,健身教学视频,旅游攻略指南,装修计价相关内容,美食制作教程,C
0014.mp4,d0bc9accd35a2fc54fd80d19737cf8d1031556fee52cf6d18383ccc9b771864b,2061323,True,6,30,5.64,very_short,True,ready,independent_model_review_passed,online_reviewed,视频里的小宝宝主要在做什么？,坐着吃饭,躺着活动四肢,站着唱歌,走路奔跑,B
0015.mp4,7766b825d1e21a36d3273e341bbe5624f7cbeebc361574d2747bf575af3bd320,1682923,True,7,42,5.711,very_short,True,ready,independent_model_review_passed,online_reviewed,视频画面上方持续出现的造像是？,老虎,熊猫,兔子,佛像,D
0016.mp4,275c1c78d34dd79548eed11677929be84152e60948848b0b577bae1be99fdc3f,727349,True,9,13,5.756,very_short,True,ready,independent_model_review_passed,online_reviewed,视频主要展示的水果是什么？,樱桃,苹果,葡萄,榴莲,D
0017.mp4,f9ef31f47eb122dd524a43b5c03ffbcfc107ff976c58f95d49e35c7baa6fae96,1426613,True,1,41,5.756,very_short,True,ready,independent_model_review_passed,online_reviewed,视频主要展示的是什么场景？,茂密的山林,开挖的工地,繁华的商圈,海边的沙滩,B
0018.mp4,7309ea46ce985ca2cc84a2ffeee6de8d3e1d56bca1cd61e44e47f68af7365526,530236,True,15,20,5.758,very_short,True,ready,independent_model_review_passed,online_reviewed,视频主要展示的物品是什么？,围棋,象棋,扑克牌,麻将牌,D
0019.mp4,f2b3bf7957fef8cbd036eb05f568b67594fc643d1fdfafc1438b00427d6aac0c,740860,True,4,1,5.826,very_short,True,ready,independent_model_review_passed,online_reviewed,视频中可以看到以下哪种活动？,农田插秧劳作,玩射击类电子游戏,现场跳芭蕾舞,医生做外科手术,B
0020.mp4,3fabf779b0619dc52257b8c174d67146869225a5bf8f469ad9327aff28d955e0,1101047,True,11,36,5.826,very_short,True,ready,independent_model_review_passed,online_reviewed,视频中的男子主要在做什么？,弹奏乐器,进行健身锻炼,看书学习,烹饪做饭,B
0021.mp4,3086c5b4bf04c0d9339dd7a50b57963ec4b144e20c40c1992505a5e0f490e9ad,992512,True,2,22,5.874,very_short,True,ready,independent_model_review_passed,online_reviewed,画面中连着充电线在充电的物品是什么？,充电宝,手机,台灯,电动牙刷,B
0022.mp4,51a9159027188d5cc3a16406e63b17665ec9e47fa371f3a59b2367570557014c,194083,True,3,17,5.919,very_short,True,ready,independent_model_review_passed,online_reviewed,画面中横向移动的红色物体是什么？,轮船,小汽车,飞机,自行车,B
0023.mp4,b0b1bc3ce223fbdde38d4e16f1c8386011260103cedf16f87b66d27afb143b26,855480,True,8,4,5.99,very_short,True,ready,independent_model_review_passed,online_reviewed,视频里小女孩身后的卡通动物是？,猴子,熊猫,老虎,兔子,B
0024.mp4,537e6a2b0612759bc47b8037255cc68933f729684521d4c27ebedb19b3483322,846782,True,14,34,6.128,very_short,True,ready,independent_model_review_passed,online_reviewed,视频里的女子主要身处什么场景？,厨房,雪地,沙漠,花海,D
0025.mp4,29602eed49dca14e4f367093e04a4dacb3014911fe655a5246c0434d5ead6d25,568367,True,17,8,6.129,very_short,True,ready,independent_model_review_passed,online_reviewed,视频里的女性主要在做什么？,做饭炒菜,打羽毛球,转动身体,伏案写作,C
0026.mp4,238c40530484c8af8440f5675b6e48790d5abb3949c5a56382cec39e4cdaadcf,2164723,True,5,11,6.129,very_short,True,ready,independent_model_review_passed,online_reviewed,视频主要展示的场景是什么？,海边沙滩,开满黄花的田间小路,室内办公场所,城市柏油马路,B
0027.mp4,cb1367dbaf28a39a0de23922125c19c145020ccb8ad689362cd6226c26c1b98a,989674,True,12,25,6.151,very_short,True,ready,independent_model_review_passed,online_reviewed,视频中的动物主要在做什么？,睡觉,奔跑,吃东西,站立,B
0028.mp4,c01e68f74c8eb2105d2843d20610b51a5726cd3935802d8199123256ea1cb711,686736,True,4,9,6.152,very_short,True,ready,independent_model_review_passed,online_reviewed,视频中的男子主要在做什么？,唱歌跳舞,进行喷洒作业,清扫地面,烹饪饭菜,B
0029.mp4,7635f493781a9b0b6aebc29b043215d8c647f3f04b935eb08814b4ed047ec3f9,720867,True,17,9,6.152,very_short,True,ready,independent_model_review_passed,online_reviewed,视频的背景主要是什么场景？,沙漠戈壁风光,临河自然风景,室内家居场景,城市商业街景,B
0030.mp4,f001a3591b1e118e611c837017668ef677080f6aecff92bb2b6c7389286f75bd,802273,True,14,12,6.152,very_short,True,ready,independent_model_review_passed,online_reviewed,视频中的前景女士主要在做什么？,弹奏乐器,打扫卫生,烹饪炒菜,对着镜头自拍,D
0031.mp4,b88396f3ec414176d43d889fd79d1a43a7c785384cff2dc5dc52c317cf716ec0,1026979,True,11,11,6.176,very_short,True,ready,independent_model_review_passed,online_reviewed,视频主要展示的是什么？,山间独栋别墅,城市摩天大楼,草原成群牛羊,海面巨型轮船,A
0032.mp4,9c6b5a202f649180727b545f01c455d45ae5930fbc732f710b1828ac23f22570,1473201,True,3,12,6.176,very_short,True,ready,independent_model_review_passed,online_reviewed,这段视频的拍摄视角位于什么交通工具内？,汽车,飞机,轮船,火车,A
0033.mp4,1f3944c33058da85ac5f39efbd16cfa0581148b60bdb5a42bbc9cd8ab8a7b609,1067557,True,15,25,6.197,very_short,True,ready,independent_model_review_passed,online_reviewed,视频中出现的主要动物是什么？,狗,仓鼠,猫,兔子,A
0034.mp4,1bd3a0fb0682e84c9c2c5949d7f48a9217dd03666b5ebff3bab09d1d9e876aa7,555598,True,8,8,6.199,very_short,True,ready,independent_model_review_passed,online_reviewed,视频主要展示的是哪类内容？,图文内容,真人短视频,美食制作视频,卡通动画片,A
0035.mp4,54b908038952c31004d324f2b295e87926e18ed9e30c1c9cda2a2c7d193d365e,807993,True,1,34,6.222,very_short,True,ready,independent_model_review_passed,online_reviewed,视频中从植物上不断滴落的是什么？,花瓣,小石子,水滴,碎叶,C
0036.mp4,3ac54eff42941884bb9cded4058330291bf2f0579e2b73da4a9e9408361bc32b,1192581,True,2,22,6.245,very_short,True,ready,independent_model_review_passed,online_reviewed,视频中的人物主要在做什么？,灌溉农田,采摘水果,收割水稻,种植大葱,D
0037.mp4,7f9f4cd1befbd5b4dcfddedb88bcad656e95df1338b81ca5ed2320732d971bc1,1776664,True,6,36,6.245,very_short,True,ready,independent_model_review_passed,online_reviewed,视频主要展示的场景是哪里？,海边沙滩,大型工厂,茂密森林,居民住宅区,D
0038.mp4,8b6fd5e226354b6f5db65698d81d60e6d721342518ac80fc2e4c6723d230bf06,1722448,True,9,4,6.267,very_short,True,ready,independent_model_review_passed,online_reviewed,视频中的人物主要在做什么？,画画,读书,做饭,跳舞,D
0039.mp4,a42e3172867f013acd6e73dc483ee76386bd91b3f82dbc3d5d3e1f97d18d3a11,1284127,True,7,17,6.268,very_short,True,ready,independent_model_review_passed,online_reviewed,视频里的人物主要在做什么？,向前行走,跳舞表演,坐着办公,集体就餐,A
0040.mp4,05389b90a87494397ac864fedbf35b161eafb0b52b0916896401f6e10e69c12b,1522573,True,10,20,6.361,very_short,True,ready,independent_model_review_passed,online_reviewed,视频中的动物主要在什么地方活动？,岩石上,树上,水中,草地,C
0041.mp4,b8c64f52c0f95000326e3d318c223036e22363f2758d3476a9e5286fb230c020,2177277,True,16,1,6.361,very_short,True,ready,independent_model_review_passed,online_reviewed,视频的主要拍摄场景是哪里？,商场入口,公园大门,菜市场内部,学校门口,D
0042.mp4,33b5f53677b0e169bb333e075cceca5e8c4b066e845df359f229406db4140a7c,819859,True,13,42,6.385,very_short,True,ready,independent_model_review_passed,online_reviewed,视频主要展示什么内容？,美食制作过程,机械组装过程,野生动物活动,卡通人物互动,D
0043.mp4,6f6ccd2fb71c7f7a030c959ebb273f657030b3283368554d23e859f6eb9e9c5f,681425,True,9,41,6.406,very_short,True,ready,independent_model_review_passed,online_reviewed,视频画面中主要的花卉是？,玫瑰花,向日葵,荷花,菊花,B
0044.mp4,d7b28443f7ac5b42f44e67184471b02e3bf008e77cb1551b27538d2305f3ccbc,1413592,True,7,13,6.408,very_short,True,ready,independent_model_review_passed,online_reviewed,视频中主要展示的动物是什么？,鸡,羊,猪,牛,C
0045.mp4,85c697caac5feedc6be0ad31674b64f56a78b02979a36b9f2eee3f287d0f29da,2455024,True,6,29,6.453,very_short,True,ready,independent_model_review_passed,online_reviewed,视频里游玩区域大面积铺满的是什么？,水,沙子,积木,海洋球,D
0046.mp4,6ac83844e3c1f4f464937e051718fb419f8caa4889ca1764655f1694da028eeb,319137,True,2,15,6.454,very_short,True,ready,independent_model_review_passed,online_reviewed,视频中可见的棋牌类物品是？,围棋,麻将,扑克牌,象棋,B
0047.mp4,fbcc78e5140033a2f293ed83d2b904b4a10b7ffa7af9512c5937c21b5fd71cee,1224876,True,13,30,6.454,very_short,True,ready,independent_model_review_passed,online_reviewed,视频里的女性主要在做什么？,打球,跳舞,做饭,走路,D
0048.mp4,30622232361962edfaf5d272660eafe682f40cc4e3576f3f1416aef0d2dd7ded,2034812,True,10,2,6.454,very_short,True,ready,independent_model_review_passed,online_reviewed,视频中的女性主要在做什么？,跳舞,画画,做饭,打球,A
0049.mp4,5d4538b8218e3f0d0d7e7c1dcdc394aa51fbb4bce748d89de9491bd2e2fc2711,775592,True,16,6,6.477,very_short,True,ready,independent_model_review_passed,online_reviewed,视频中的女性主要在做什么？,关闭飞机舱门,播报广播通知,打扫客舱卫生,为乘客倒饮料,A
0050.mp4,cd32d8b6dd06f89712be352beb87553970b164dedce3d8fabf4e497342216014,362085,True,1,5,6.524,very_short,True,ready,independent_model_review_passed,online_reviewed,画面中央主要展示的是什么？,自然森林风景,真实宠物小狗,可爱卡通形象,城市高楼建筑,C
0051.mp4,fb0415d21b8ec352f7074d97f2a2a233e862223f991f4df6775f68c79d154d84,940200,True,8,3,6.524,very_short,True,ready,independent_model_review_passed,online_reviewed,视频主要展示什么？,成年男子,宠物狗,宠物猫,小女孩,D
0052.mp4,e417c167d3dd3b439559e726dee907d5ad2a07fd8fd88555ede6cebe9fa1a498,301208,True,3,28,6.57,very_short,True,ready,independent_model_review_passed,online_reviewed,视频主要展示的物体是什么？,汽车,飞机,自行车,轮船,A
0053.mp4,35472c68b6fc151623b93d36012a6faf655d2e755ffea8fd2936c2ec1f92d2b2,602179,True,15,32,6.57,very_short,True,ready,independent_model_review_passed,online_reviewed,视频主要演示什么操作？,编辑短视频,拍摄风景照片,播放音乐,设置社交账号昵称,D
0054.mp4,1efa354bcf78abe84a2abd64848aa8204baa0763d84c6706a06427d12e5e9098,1856134,True,17,37,6.57,very_short,True,ready,independent_model_review_passed,online_reviewed,视频里的人物主要在做什么？,唱歌跳舞,打理头发,看书学习,炒菜做饭,B
0055.mp4,027af2911f2c902d343d5ce6a73a5bbaeace07c044e29b9bc06f0ee63149068b,1633772,True,14,18,6.592,very_short,True,ready,independent_model_review_passed,online_reviewed,视频里的人物主要在做什么？,做饭,跑步,唱歌,睡觉,D
0056.mp4,273e5721d12dace88a8de7cf40d981dfed467dc3b4c9ba78e30de23638172788,862486,True,11,21,6.594,very_short,True,ready,independent_model_review_passed,online_reviewed,视频主要展示哪方面的内容？,旅游景点介绍,美食制作方法,服装穿搭教程,买车相关花费,D
0057.mp4,82a46f7c02448cebf730318427274f3597523063fbf2d0fa5b71be6a65bea0af,2565877,True,4,27,6.617,very_short,True,ready,independent_model_review_passed,online_reviewed,视频里的老奶奶们主要在做什么？,沿道路行走,下地干农活,在厨房做饭,跳广场舞,A
0058.mp4,fa010e09ed48fa079e1ff4f4256af5d8a2f42d2c025d002caa15a0affc12fa8a,2385538,True,12,7,6.686,very_short,True,ready,independent_model_review_passed,online_reviewed,视频中的人物主要在做什么？,烹饪做饭,唱歌跳舞,伏案答题,走路行进,D
0059.mp4,f73a2b676d62b409ed53e1f51626446c53eec09815d0af1da29cc113027cf95f,3109004,True,5,19,6.708,very_short,True,ready,independent_model_review_passed,online_reviewed,视频中的人物主要在做什么？,步行散步,骑自行车,滑滑板,跑步锻炼,B
0060.mp4,426ca22052308bf2d70e42a0e9f1f450eefaf4508168a23e1c307541b951c816,1520879,True,5,45,6.71,very_short,True,ready,independent_model_review_passed,online_reviewed,视频里的人物主要待在什么位置？,椅子上,双层床上铺,沙发上,地面上,B
0061.mp4,6ea6fd50b7bbdddaf70c1c802e7b35321f8ccfad3a0d0da73d0e661066067958,2734767,True,4,39,6.71,very_short,True,ready,independent_model_review_passed,online_reviewed,视频中的人物主要在做什么？,弹琴演奏,坐着面向镜头,跑步锻炼,生火做饭,B
0062.mp4,77cedde5348710d672f24e474713fefb1d90da50d1f385058f5db74ea6ba494e,854036,True,11,16,6.731,very_short,True,ready,independent_model_review_passed,online_reviewed,视频主要展示的是什么内容？,家常菜谱教学内容,旅游路线推荐内容,动漫剧情介绍内容,各省清华学生人数统计,D
0063.mp4,2d5a3f0900e6d39227353224dc70994cf0273637fc505d2f5baf2aaabf07030f,845855,True,12,10,6.733,very_short,True,ready,independent_model_review_passed,online_reviewed,视频主要展示什么内容？,一家三口的合影,单人证件照片,美食特写画面,山水风景画面,A
0064.mp4,38e04354585fa3d6f02cbfd2c01296f4edfaeb7828d6e149882dcfde4ee17fdd,838590,True,14,43,6.756,very_short,True,ready,independent_model_review_passed,online_reviewed,视频中多处出现的交通工具是？,汽车,轮船,自行车,飞机,A
0065.mp4,29b4dfce4651afbbef9c9d3d9832d56fcee12faf66af490c2f63becfd2b2053f,1390554,True,15,23,6.779,very_short,True,ready,independent_model_review_passed,online_reviewed,视频主要展示的是什么物品？,游戏装备,纸质图书,真实酒杯,烹饪食材,A
0066.mp4,e5bb6212afd2f783fbe764f0e97e34d992e60fda86ddb0221b12c50e26d87a68,3641126,True,17,31,6.779,very_short,True,ready,independent_model_review_passed,online_reviewed,视频的主要场景位于哪里？,菜市场门口,小区单元门口,学校门口,商场门口,C
0067.mp4,6290817ba4f42dc8eeea1c09b7a83b10e16d3eee428de2c214761cf7b4365961,609171,True,8,26,6.803,very_short,True,ready,independent_model_review_passed,online_reviewed,画面中的卡通动物主要在做什么？,蹦跳舞动,趴着睡觉,站着不动,吃东西,A
0068.mp4,d499d2634298c9cddcf83cc803077339b8aef0035c4fa3a87c086504e3b6a9eb,617687,True,3,14,6.803,very_short,True,ready,independent_model_review_passed,online_reviewed,画面下方的卡通熊主要在做什么？,蹦跳舞动,平躺睡觉,低头吃饭,安静站立,A
0069.mp4,f994d33137a775e8f1176e4db4234d9e69f2d7e11463fc4627992712f39b51da,620810,True,1,33,6.803,very_short,True,ready,independent_model_review_passed,online_reviewed,画面下方的卡通角色主要在做什么？,做饭炒菜,骑车赶路,蹦跳舞动,静坐看书,C
0070.mp4,5a8f141b7a40cb94fa0467b9aa9a9083391f97750adcbf4fea19c78c995efb64,1989298,True,16,24,6.826,very_short,True,ready,independent_model_review_passed,online_reviewed,视频主要展示的动物是什么？,猪,猫,鸡,鼠,A
0071.mp4,5a20847080188b1032e6d3dfe531a4de2e6c4f1c41bb3281b769e3b6bf233e13,511382,True,13,40,6.849,very_short,True,ready,independent_model_review_passed,online_reviewed,画面下方出现的人物形象是？,老年男性,年轻女性,青年女性,少年儿童,A
0072.mp4,10bc34826cd2195257b09c900530005ce418dc6aa957a369090acfef55f5cf70,1123715,True,10,38,6.849,very_short,True,ready,independent_model_review_passed,online_reviewed,视频主要展示的动物是什么？,兔子,猫,狗,仓鼠,B
0073.mp4,d1eb7858905d1a402ddb0b761dc8e03d547c39d7bd4809b399861e7e8540f516,792180,True,2,44,6.857,very_short,True,ready,independent_model_review_passed,online_reviewed,视频中的女性主要在做什么？,做健身运动,打扫卫生,烹饪食物,跳民族舞蹈,A
0074.mp4,8315bf35bde7f54d7a231b6293a88fe147de2c234ff4f06415e01cf1aa26f10a,477061,True,9,35,6.919,very_short,True,ready,independent_model_review_passed,online_reviewed,视频的背景主要是什么场景？,沙漠,森林,雪地,海边,D
0075.mp4,4f0eabffa857fbf99a7f8707a4c646b3cf0b3b374e6d025e898cf6d0045d7be7,1816604,True,6,35,6.919,very_short,True,ready,independent_model_review_passed,online_reviewed,视频中的工人主要在做什么？,跳舞表演,上课教学,装填封装包装袋,做饭炒菜,C
0076.mp4,855330db3cadcffbe47cfd6578d2b99c669abe0165f470b95f63e629fce934d1,938265,True,7,38,6.94,very_short,True,ready,independent_model_review_passed,online_reviewed,视频里的人们主要在做什么？,躺在床上,跑步锻炼,唱歌跳舞,烧菜做饭,A
0077.mp4,bf3b5a30dfa33a5be699b5b93da85bbe8758fe629ca687f1379e9ca88740aa56,3176586,True,7,40,6.94,very_short,True,ready,independent_model_review_passed,online_reviewed,视频中的人物主要在做什么？,看书,打球,跳舞,吃饭,D
0078.mp4,b91745c5575daba1799672ea7cdaa9788948a736cc279c13879cb8ba6481b545,574931,True,6,24,6.942,very_short,True,ready,independent_model_review_passed,online_reviewed,视频中的人物主要在做什么？,跳舞表演,走路散步,画画写字,做饭炒菜,B
0079.mp4,9bb8cd07a46fa811bf7721059179ef56ac95e78d470aa1455dcdff6936b4f5f3,1825521,True,9,44,6.964,very_short,True,ready,independent_model_review_passed,online_reviewed,视频中的女性主要在做什么？,跳绳运动,生火做饭,伏案写字,持扇走步展示,D
0080.mp4,56e06d7713a0ed235e73e50e1972348009e578f90f81c809041a9cefe7526d36,1194475,True,2,43,6.987,very_short,True,ready,independent_model_review_passed,online_reviewed,穿运动服的男生主要在做什么？,吃饭,跑步,打球,跳舞,B
0081.mp4,3807802cd146c2983a2d4a5896769876b2de148cf454f9ee4763f0468cdb19d9,1480105,True,3,45,6.987,very_short,True,ready,independent_model_review_passed,online_reviewed,视频中的手主要在做什么？,轻捏婴儿脸颊,执笔写字,打扫房间卫生,烹饪炒菜,A
0082.mp4,95f18a7602218c90ccd3710f10e90b58350e338dff8837a14e7998bc162582ce,1920401,True,16,33,6.987,very_short,True,ready,independent_model_review_passed,online_reviewed,视频中天空里持续出现的圆形亮体是什么？,太阳,气球,风筝,月亮,A
0083.mp4,46fa8480f32f4bb4b853b5d0f8e7f77ba7d26f378c420f7adf10f5f8fcf2cb96,2235844,True,13,31,6.987,very_short,True,ready,independent_model_review_passed,online_reviewed,视频里的大人主要在做什么？,清洗蔬菜,弹奏钢琴,跑步锻炼,逗弄小宝宝,D
0084.mp4,37c57a6e4121adaf36e6512e8ade8ff75d49a08bc3cebd2248c836f4d24af339,2473910,True,10,26,6.988,very_short,True,ready,independent_model_review_passed,online_reviewed,视频中的人物主要在做什么？,打扫房间,烹饪食物,演奏乐器,写毛笔字,D
0085.mp4,024aecb9ce79546e2ffd6ec6b5b10623ff866dd1683202a3d1ae4222d6cacb2c,2696100,True,8,23,7.01,very_short,True,ready,independent_model_review_passed,online_reviewed,视频主要展示什么？,汉堡炸鸡等快餐,数码产品,新鲜水果,服装鞋帽,A
0086.mp4,51310a8ae65192ea924974ce6d4958bb1283c6b9288510a0ad63a8a6b5679128,846287,True,15,14,7.012,very_short,True,ready,independent_model_review_passed,online_reviewed,这段视频主要展示的是什么内容？,真人体育赛事,美食制作视频,手机游戏对局,课堂教学录像,C
0087.mp4,32c6ad81e92e0ae83ac910ae671466962aa1333ee54bd8c1649dba7222d306d9,2157633,True,1,10,7.012,very_short,True,ready,independent_model_review_passed,online_reviewed,视频中成年人主要在对小宝宝做什么？,给宝宝穿衣服,哄宝宝睡觉,给宝宝洗脸,喂宝宝吃饭,D
0088.mp4,e3cfeba13f73e863d6e97ad145edca59afd04709279a82301b30e05d8c0378ac,1158639,True,12,16,7.035,very_short,True,ready,independent_model_review_passed,online_reviewed,视频的主要场景是哪里？,海边,草原,森林,沙漠,A
0089.mp4,931f1ce8e7d9ec09a43a8e5f7caeca25bf3846a164edfeeb2a2909f079618738,1853499,True,17,18,7.035,very_short,True,ready,independent_model_review_passed,online_reviewed,视频里的小宝宝主要在做什么？,玩玩具,翻身,画画,吃东西,B
0090.mp4,70ae28eb084e403721a3e775b562291ed4713b4fac3c77d6776fe355b9e977fe,2521272,True,14,39,7.035,very_short,True,ready,independent_model_review_passed,online_reviewed,视频中的年轻女子主要在做什么？,跳舞,走路,做饭,画画,B
0091.mp4,ae9ae214ee2e33b388cb76ed13dd1a996ada6222e2471ec8912a516fd7b4dd68,369203,True,11,19,7.058,very_short,True,ready,independent_model_review_passed,online_reviewed,视频主要展示的场景是？,茂密热带雨林,盛夏海边沙滩,繁华都市街区,积雪冬日乡村,D
0092.mp4,f3175977dec2d4bea867b4b2a0f85b121030d948d1cc3c65302b610ad38ed7d3,1761443,True,5,7,7.058,very_short,True,ready,independent_model_review_passed,online_reviewed,视频中的人物主要在做什么？,对着镜头做各种表情,在厨房炒菜做饭,坐着阅读书本,在户外跑步运动,A
0093.mp4,2ad521746f4c5f9622b49c51537b81b707b82aa41fb68f2bd0586e7aee7c7fb4,522465,True,4,27,7.081,very_short,True,ready,independent_model_review_passed,online_reviewed,视频中的人物主要在做什么？,操场打球,厨房做饭,站立面向镜头,泳池游泳,C
0094.mp4,54e2e011711a45c287c62ba692dd96f9f33368b5f5cc7e55b170ef172b5d8315,526727,True,16,1,7.103,very_short,True,ready,independent_model_review_passed,online_reviewed,视频中的人物主要在做什么？,观看电视,亲吻电视,擦拭电视,拆卸电视,B
0095.mp4,226641b4647839d788d1c9b0a2e9e51c5bed89396d8077fe37e386603359f3e8,191568,True,8,28,7.104,very_short,True,ready,independent_model_review_passed,online_reviewed,视频主要展示什么内容？,高考一分一段表,列车时刻表,电影排片表,商品价格表,A
0096.mp4,0623d49a3d032285fffa1958a65b37642e345a1ffe19a1baeea525897cf3306a,571717,True,5,25,7.104,very_short,True,ready,independent_model_review_passed,online_reviewed,视频主要展示的是什么？,家用电器,文具书本,盆栽花卉,毛绒玩具,C
0097.mp4,1a0065528deba83c67bc1e833f81f89fd1854610b87e6086d58068bb0e5a3d11,929246,True,10,32,7.104,very_short,True,ready,independent_model_review_passed,online_reviewed,视频主要展示什么比赛的相关内容？,游泳比赛,跑步比赛,体操比赛,足球比赛,B
0098.mp4,0285d70092a9c524a46cb1d2bd344a4956fa24d4cb1af72afe3b3e378e610af8,1197966,True,11,22,7.104,very_short,True,ready,independent_model_review_passed,online_reviewed,视频主要展示的是什么？,轮船,汽车,飞机,自行车,B
0099.mp4,735a2b53a510795399d10f48158e821af51c9dbd8202b19a39e5bba030a93a2b,1989484,True,1,8,7.104,very_short,True,ready,independent_model_review_passed,online_reviewed,画面中正在飞行的鸟类是？,老鹰,仙鹤,燕子,麻雀,B
0100.mp4,a03c53ea0d6808235aacb26cbed605b17a2d4bd7e8dd9158ab86696123135cb1,3045782,True,4,36,7.104,very_short,True,ready,independent_model_review_passed,online_reviewed,视频里小男孩主要在做什么？,在泳池游泳,在教室上课,和小鸭子玩耍,在厨房做饭,C
0101.mp4,ff3638d3bbd52b33c4cfb672aaee9b25ce22c81041f95156dfb95e834ddfec88,1513365,True,6,30,7.126,very_short,True,ready,independent_model_review_passed,online_reviewed,视频里的两位老人主要在做什么？,坐着,打球,跳舞,炒菜,A
0102.mp4,4cdb1d6347be8d9f2ee2e2547a111cb1300fe71a5679d039b00a4bf2c1ceeebe,2267503,True,9,6,7.126,very_short,True,ready,independent_model_review_passed,online_reviewed,视频里的两个孩子主要在做什么？,踢毽子,拍皮球,跳绳,打羽毛球,C
0103.mp4,19e0c9ac853aa39893cfda8ad6cdb0939bb2b1349c210a05826cc4f61249453e,554355,True,14,21,7.128,very_short,True,ready,independent_model_review_passed,online_reviewed,视频的背景场景是哪里？,海边,雪山,森林,沙漠,A
0104.mp4,52fb7f743c0915b9035d7c57f47073fc33708353f633ef2d19be20fd7c9f6976,589373,True,17,5,7.128,very_short,True,ready,independent_model_review_passed,online_reviewed,视频里出现的女性主要在做什么？,跳舞,扫地,看书,做饭,A
0105.mp4,d6cef06debcd1084bbd69b33013f29dfb2a7add57e80ca677a37d7cddcb03aac,802524,True,2,2,7.128,very_short,True,ready,independent_model_review_passed,online_reviewed,视频主要展示的是天空中的什么？,烟花表演,民航客机,太阳月亮,大群飞鸟,C
